/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	OSWEC_inertia_w_ballast
* Project Lead:	JD
* Labview Operator:	JD
* Comments:	Dry swing test to determine moment of inertia of OSWEC (6.446 kg) with ballast (7.044 kg)
* Date and Time:	Fri 30 Apr 2021 02:23:24 PM EDT
***********************************************************/

"Time(s)"	"Roll(deg)"	"Pitch(deg)"	
4.40000	13.25940	89.01000
4.40200	13.25940	89.01000
4.40400	13.34960	88.92000
4.40600	0.00000	0.00000
4.40800	13.34960	89.10000
4.41000	13.34960	89.10000
4.41200	13.25940	89.01000
4.41400	13.25940	88.92000
4.41600	13.25940	88.83000
4.41800	13.25940	88.83000
4.42000	13.34960	88.83000
4.42200	13.16920	88.92000
4.42400	13.16920	88.92000
4.42600	13.07900	88.92000
4.42800	13.16920	88.92000
4.43000	13.16920	89.01000
4.43200	0.00000	0.00000
4.43400	12.98880	88.92000
4.43600	12.98880	89.01000
4.43800	12.98880	89.10000
4.44000	13.07900	88.92000
4.44200	13.16920	88.92000
4.44400	13.16920	88.92000
4.44600	12.98880	88.83000
4.44800	13.25940	88.92000
4.45000	13.16920	88.83000
4.45200	13.16920	88.83000
4.45400	13.34960	88.74000
4.45600	13.34960	88.74000
4.45800	13.25940	88.74000
4.46000	13.25940	89.01000
4.46200	13.43980	89.01000
4.46400	13.43980	89.01000
4.46600	13.43980	89.01000
4.46800	13.43980	89.01000
4.47000	13.34960	89.01000
4.47200	13.34960	89.01000
4.47400	13.34960	89.01000
4.47600	0.00000	0.00000
4.47800	13.34960	89.19000
4.48000	13.34960	89.10000
4.48200	13.34960	88.92000
4.48400	13.25940	88.92000
4.48600	13.25940	88.92000
4.48800	0.00000	0.00000
4.49000	13.34960	89.01000
4.49200	13.25940	88.92000
4.49400	0.00000	0.00000
4.49600	13.25940	89.01000
4.49800	13.25940	88.92000
4.50000	13.25940	88.92000
4.50200	13.16920	88.83000
4.50400	13.16920	88.83000
4.50600	0.00000	0.00000
4.50800	13.16920	88.83000
4.51000	13.07900	88.74000
4.51200	12.98880	88.83000
4.51400	12.98880	88.92000
4.51600	12.98880	88.83000
4.51800	13.07900	88.92000
4.52000	0.00000	0.00000
4.52200	12.98880	89.01000
4.52400	12.98880	89.01000
4.52600	12.98880	89.01000
4.52800	12.80840	88.92000
4.53000	12.80840	88.92000
4.53200	12.89860	88.83000
4.53400	12.80840	88.83000
4.53600	12.71820	88.83000
4.53800	12.71820	88.92000
4.54000	12.62800	88.92000
4.54200	12.62800	88.92000
4.54400	12.62800	88.83000
4.54600	0.00000	0.00000
4.54800	12.80840	88.74000
4.55000	12.80840	88.74000
4.55200	12.89860	88.74000
4.55400	0.00000	0.00000
4.55600	12.80840	88.74000
4.55800	12.71820	88.65000
4.56000	12.62800	88.65000
4.56200	12.71820	88.56000
4.56400	12.80840	88.65000
4.56600	12.80840	88.74000
4.56800	0.00000	0.00000
4.57000	12.89860	88.74000
4.57200	12.98880	88.92000
4.57400	13.07900	88.92000
4.57600	13.07900	88.83000
4.57800	0.00000	0.00000
4.58000	13.16920	89.01000
4.58200	13.34960	88.83000
4.58400	13.34960	88.92000
4.58600	0.00000	0.00000
4.58800	13.43980	89.01000
4.59000	13.62020	88.92000
4.59200	13.71040	89.01000
4.59400	13.80060	89.01000
4.59600	0.00000	0.00000
4.59800	13.98100	88.83000
4.60000	13.89080	88.74000
4.60200	14.07120	88.83000
4.60400	0.00000	0.00000
4.60600	14.25160	88.83000
4.60800	14.43200	88.83000
4.61000	14.52220	88.83000
4.61200	14.61240	88.83000
4.61400	0.00000	0.00000
4.61600	14.61240	88.83000
4.61800	14.61240	88.83000
4.62000	0.00000	0.00000
4.62200	14.70260	88.92000
4.62400	14.70260	89.01000
4.62600	14.79280	88.92000
4.62800	14.88300	89.01000
4.63000	14.88300	89.01000
4.63200	14.97320	89.10000
4.63400	0.00000	0.00000
4.63600	14.97320	89.01000
4.63800	14.97320	88.92000
4.64000	14.97320	88.92000
4.64200	14.97320	88.83000
4.64400	0.00000	0.00000
4.64600	15.06340	89.01000
4.64800	14.88300	89.01000
4.65000	14.79280	88.92000
4.65200	14.79280	89.01000
4.65400	14.70260	88.92000
4.65600	0.00000	0.00000
4.65800	14.70260	89.01000
4.66000	14.61240	89.10000
4.66200	0.00000	0.00000
4.66400	14.34180	89.01000
4.66600	14.34180	89.10000
4.66800	0.00000	0.00000
4.67000	14.25160	89.10000
4.67200	14.25160	89.19000
4.67400	14.07120	89.28000
4.67600	0.00000	0.00000
4.67800	13.98100	89.28000
4.68000	13.89080	89.28000
4.68200	0.00000	0.00000
4.68400	13.89080	89.19000
4.68600	13.80060	89.19000
4.68800	13.62020	89.19000
4.69000	13.62020	89.19000
4.69200	13.53000	89.10000
4.69400	13.25940	89.10000
4.69600	13.43980	89.19000
4.69800	13.43980	89.10000
4.70000	0.00000	0.00000
4.70200	13.34960	89.19000
4.70400	0.00000	0.00000
4.70600	13.25940	89.10000
4.70800	13.16920	89.01000
4.71000	13.16920	89.01000
4.71200	13.25940	89.01000
4.71400	13.16920	89.01000
4.71600	13.16920	89.01000
4.71800	13.16920	89.01000
4.72000	13.25940	89.01000
4.72200	13.25940	89.01000
4.72400	13.25940	89.10000
4.72600	13.16920	89.10000
4.72800	13.16920	89.10000
4.73000	13.16920	89.10000
4.73200	13.16920	89.19000
4.73400	13.25940	89.10000
4.73600	0.00000	0.00000
4.73800	13.25940	89.10000
4.74000	13.25940	89.19000
4.74200	13.25940	89.28000
4.74400	13.25940	89.28000
4.74600	13.16920	89.19000
4.74800	13.16920	89.28000
4.75000	13.16920	89.19000
4.75200	13.16920	89.19000
4.75400	13.16920	89.19000
4.75600	13.16920	89.19000
4.75800	0.00000	0.00000
4.76000	13.25940	89.10000
4.76200	13.16920	89.01000
4.76400	13.16920	89.10000
4.76600	13.07900	89.10000
4.76800	13.07900	89.01000
4.77000	13.07900	88.92000
4.77200	0.00000	0.00000
4.77400	13.07900	88.92000
4.77600	13.07900	88.92000
4.77800	12.98880	88.92000
4.78000	0.00000	0.00000
4.78200	13.16920	88.92000
4.78400	0.00000	0.00000
4.78600	13.16920	88.92000
4.78800	13.07900	88.92000
4.79000	13.07900	88.92000
4.79200	13.07900	88.92000
4.79400	13.16920	88.92000
4.79600	13.07900	88.92000
4.79800	13.07900	88.92000
4.80000	13.07900	88.92000
4.80200	13.07900	88.92000
4.80400	13.07900	88.92000
4.80600	13.07900	88.83000
4.80800	12.89860	88.83000
4.81000	12.89860	88.83000
4.81200	12.98880	88.83000
4.81400	12.89860	88.83000
4.81600	12.89860	88.83000
4.81800	12.80840	88.74000
4.82000	12.80840	88.83000
4.82200	12.80840	88.92000
4.82400	12.71820	88.83000
4.82600	12.71820	88.83000
4.82800	12.71820	88.83000
4.83000	12.62800	88.83000
4.83200	12.71820	88.83000
4.83400	12.71820	88.92000
4.83600	12.71820	88.83000
4.83800	12.71820	88.92000
4.84000	12.71820	88.92000
4.84200	12.71820	88.83000
4.84400	0.00000	0.00000
4.84600	12.89860	88.83000
4.84800	12.89860	88.92000
4.85000	12.80840	88.92000
4.85200	12.80840	88.92000
4.85400	12.89860	88.83000
4.85600	12.89860	88.83000
4.85800	12.98880	88.83000
4.86000	12.89860	88.83000
4.86200	12.98880	88.83000
4.86400	0.00000	0.00000
4.86600	13.16920	88.83000
4.86800	13.16920	88.83000
4.87000	13.16920	88.92000
4.87200	13.16920	88.92000
4.87400	13.16920	88.92000
4.87600	13.16920	89.01000
4.87800	13.34960	88.92000
4.88000	13.43980	88.92000
4.88200	13.43980	89.01000
4.88400	13.43980	88.92000
4.88600	13.43980	88.92000
4.88800	0.00000	0.00000
4.89000	13.34960	88.92000
4.89200	13.16920	88.83000
4.89400	13.25940	88.83000
4.89600	13.25940	88.74000
4.89800	13.16920	88.83000
4.90000	0.00000	0.00000
4.90200	13.07900	88.92000
4.90400	13.16920	88.83000
4.90600	13.07900	88.92000
4.90800	13.07900	88.92000
4.91000	13.07900	89.01000
4.91200	12.98880	89.01000
4.91400	12.98880	89.01000
4.91600	13.07900	89.10000
4.91800	12.98880	89.01000
4.92000	12.89860	89.01000
4.92200	13.07900	89.10000
4.92400	13.07900	89.01000
4.92600	0.00000	0.00000
4.92800	13.07900	89.01000
4.93000	13.07900	89.01000
4.93200	12.98880	89.19000
4.93400	12.89860	89.10000
4.93600	12.80840	89.01000
4.93800	12.80840	89.10000
4.94000	12.71820	89.10000
4.94200	12.62800	89.28000
4.94400	0.00000	0.00000
4.94600	12.62800	89.28000
4.94800	12.62800	89.28000
4.95000	12.53780	89.10000
4.95200	0.00000	0.00000
4.95400	12.62800	89.10000
4.95600	12.62800	89.01000
4.95800	12.62800	89.10000
4.96000	0.00000	0.00000
4.96200	12.62800	89.10000
4.96400	12.71820	89.19000
4.96600	0.00000	0.00000
4.96800	12.89860	89.10000
4.97000	12.98880	89.01000
4.97200	13.07900	89.01000
4.97400	13.16920	89.01000
4.97600	13.25940	89.01000
4.97800	13.34960	89.10000
4.98000	13.53000	89.10000
4.98200	13.43980	89.10000
4.98400	13.43980	89.10000
4.98600	13.53000	89.10000
4.98800	0.00000	0.00000
4.99000	13.53000	89.01000
4.99200	13.62020	89.10000
4.99400	13.53000	89.10000
4.99600	13.43980	89.10000
4.99800	13.34960	89.01000
5.00000	0.00000	0.00000
5.00200	13.53000	89.19000
5.00400	13.43980	89.19000
5.00600	13.43980	89.19000
5.00800	13.34960	89.28000
5.01000	13.34960	89.19000
5.01200	13.25940	89.19000
5.01400	0.00000	0.00000
5.01600	13.25940	89.19000
5.01800	13.16920	89.19000
5.02000	13.07900	89.19000
5.02200	13.07900	89.19000
5.02400	12.98880	89.19000
5.02600	12.98880	89.19000
5.02800	12.89860	89.28000
5.03000	12.89860	89.19000
5.03200	12.89860	89.10000
5.03400	12.80840	89.01000
5.03600	12.71820	89.10000
5.03800	12.71820	89.10000
5.04000	12.71820	89.10000
5.04200	12.62800	89.01000
5.04400	12.62800	89.10000
5.04600	0.00000	0.00000
5.04800	12.62800	89.01000
5.05000	12.62800	89.10000
5.05200	12.62800	89.01000
5.05400	12.53780	89.10000
5.05600	12.53780	89.10000
5.05800	12.44760	89.01000
5.06000	12.44760	89.10000
5.06200	12.26720	89.10000
5.06400	12.44760	89.10000
5.06600	12.35740	89.10000
5.06800	12.26720	89.01000
5.07000	12.35740	89.01000
5.07200	0.00000	0.00000
5.07400	12.35740	89.01000
5.07600	12.44760	88.92000
5.07800	12.44760	89.01000
5.08000	12.35740	89.01000
5.08200	12.35740	89.01000
5.08400	0.00000	0.00000
5.08600	12.35740	88.83000
5.08800	12.35740	88.83000
5.09000	12.44760	88.74000
5.09200	12.44760	88.92000
5.09400	12.35740	88.92000
5.09600	12.44760	88.92000
5.09800	12.44760	88.92000
5.10000	12.26720	88.92000
5.10200	12.17700	88.83000
5.10400	0.00000	0.00000
5.10600	12.26720	88.83000
5.10800	12.26720	88.83000
5.11000	12.26720	88.83000
5.11200	12.26720	88.74000
5.11400	12.26720	88.83000
5.11600	12.17700	88.92000
5.11800	12.17700	88.83000
5.12000	11.99660	88.74000
5.12200	11.99660	88.83000
5.12400	12.08680	88.83000
5.12600	12.08680	88.83000
5.12800	11.99660	88.83000
5.13000	11.90640	88.92000
5.13200	11.99660	88.92000
5.13400	11.99660	88.83000
5.13600	11.90640	88.83000
5.13800	11.99660	88.83000
5.14000	11.99660	88.83000
5.14200	12.08680	88.74000
5.14400	12.08680	88.83000
5.14600	12.17700	88.83000
5.14800	0.00000	0.00000
5.15000	12.26720	88.92000
5.15200	0.00000	0.00000
5.15400	12.08680	88.92000
5.15600	12.17700	88.92000
5.15800	0.00000	0.00000
5.16000	12.35740	89.01000
5.16200	12.35740	89.10000
5.16400	12.44760	89.01000
5.16600	0.00000	0.00000
5.16800	12.26720	89.01000
5.17000	12.26720	89.01000
5.17200	12.26720	89.01000
5.17400	0.00000	0.00000
5.17600	12.17700	88.83000
5.17800	12.17700	88.65000
5.18000	12.08680	88.65000
5.18200	0.00000	0.00000
5.18400	12.08680	88.74000
5.18600	12.08680	88.65000
5.18800	12.08680	88.65000
5.19000	12.17700	88.65000
5.19200	12.08680	88.74000
5.19400	12.17700	88.83000
5.19600	12.17700	88.92000
5.19800	12.08680	88.83000
5.20000	12.08680	88.83000
5.20200	12.17700	89.01000
5.20400	12.26720	89.01000
5.20600	12.26720	89.19000
5.20800	12.08680	89.19000
5.21000	12.08680	89.19000
5.21200	12.08680	89.10000
5.21400	12.26720	89.19000
5.21600	12.26720	89.19000
5.21800	0.00000	0.00000
5.22000	12.08680	89.10000
5.22200	0.00000	0.00000
5.22400	12.08680	89.19000
5.22600	11.90640	89.10000
5.22800	11.90640	89.10000
5.23000	11.81620	89.19000
5.23200	11.99660	89.19000
5.23400	11.90640	89.01000
5.23600	11.99660	89.01000
5.23800	11.99660	89.10000
5.24000	0.00000	0.00000
5.24200	11.81620	89.10000
5.24400	11.81620	89.10000
5.24600	11.72600	89.10000
5.24800	11.72600	89.10000
5.25000	11.72600	89.01000
5.25200	11.81620	89.01000
5.25400	0.00000	0.00000
5.25600	11.81620	89.01000
5.25800	11.81620	88.92000
5.26000	11.81620	89.01000
5.26200	11.90640	89.01000
5.26400	11.99660	89.10000
5.26600	11.99660	89.10000
5.26800	11.99660	89.10000
5.27000	11.99660	89.19000
5.27200	12.08680	89.28000
5.27400	12.17700	89.10000
5.27600	0.00000	0.00000
5.27800	12.26720	89.19000
5.28000	12.26720	89.28000
5.28200	12.26720	89.28000
5.28400	12.17700	89.37000
5.28600	12.17700	89.28000
5.28800	12.17700	89.28000
5.29000	12.17700	89.19000
5.29200	12.17700	89.19000
5.29400	12.17700	89.19000
5.29600	12.17700	89.10000
5.29800	12.17700	89.10000
5.30000	12.17700	89.10000
5.30200	12.08680	89.10000
5.30400	0.00000	0.00000
5.30600	12.08680	89.01000
5.30800	12.17700	88.92000
5.31000	0.00000	0.00000
5.31200	12.26720	88.92000
5.31400	12.17700	89.10000
5.31600	12.17700	89.10000
5.31800	12.17700	89.10000
5.32000	12.26720	89.10000
5.32200	12.35740	89.10000
5.32400	12.35740	89.10000
5.32600	12.35740	88.92000
5.32800	12.35740	89.01000
5.33000	12.35740	88.92000
5.33200	12.35740	89.01000
5.33400	12.44760	89.01000
5.33600	12.53780	89.01000
5.33800	12.71820	89.01000
5.34000	12.62800	89.01000
5.34200	12.53780	89.01000
5.34400	12.62800	89.01000
5.34600	0.00000	0.00000
5.34800	12.62800	89.01000
5.35000	12.53780	89.01000
5.35200	12.44760	89.01000
5.35400	12.53780	89.19000
5.35600	12.53780	89.19000
5.35800	12.44760	89.01000
5.36000	12.44760	89.01000
5.36200	12.44760	89.01000
5.36400	12.44760	89.01000
5.36600	12.44760	88.92000
5.36800	12.35740	88.92000
5.37000	12.26720	89.01000
5.37200	12.26720	89.01000
5.37400	0.00000	0.00000
5.37600	12.35740	89.10000
5.37800	0.00000	0.00000
5.38000	12.26720	88.92000
5.38200	12.26720	88.83000
5.38400	12.26720	88.92000
5.38600	12.35740	89.01000
5.38800	12.44760	89.01000
5.39000	12.44760	88.92000
5.39200	12.44760	88.92000
5.39400	12.44760	89.01000
5.39600	12.53780	89.01000
5.39800	12.62800	89.01000
5.40000	0.00000	0.00000
5.40200	12.44760	89.01000
5.40400	0.00000	0.00000
5.40600	12.35740	89.01000
5.40800	12.35740	89.01000
5.41000	12.44760	89.01000
5.41200	12.44760	89.10000
5.41400	12.53780	89.01000
5.41600	12.53780	89.01000
5.41800	12.53780	89.01000
5.42000	12.44760	89.01000
5.42200	0.00000	0.00000
5.42400	12.35740	89.01000
5.42600	12.26720	89.01000
5.42800	12.26720	89.01000
5.43000	12.08680	89.01000
5.43200	12.08680	88.92000
5.43400	0.00000	0.00000
5.43600	12.08680	88.92000
5.43800	11.81620	89.01000
5.44000	11.90640	89.01000
5.44200	11.90640	89.01000
5.44400	11.90640	89.01000
5.44600	11.90640	89.01000
5.44800	11.90640	89.01000
5.45000	11.99660	89.01000
5.45200	12.08680	89.01000
5.45400	12.17700	88.92000
5.45600	12.17700	88.83000
5.45800	12.17700	89.01000
5.46000	12.26720	89.01000
5.46200	12.35740	88.92000
5.46400	0.00000	0.00000
5.46600	12.35740	89.10000
5.46800	12.26720	89.19000
5.47000	0.00000	0.00000
5.47200	12.44760	89.19000
5.47400	12.44760	89.10000
5.47600	12.44760	89.19000
5.47800	12.35740	89.10000
5.48000	12.35740	89.19000
5.48200	12.35740	89.28000
5.48400	12.35740	89.28000
5.48600	0.00000	0.00000
5.48800	12.35740	89.10000
5.49000	12.35740	89.01000
5.49200	12.26720	88.92000
5.49400	12.26720	89.01000
5.49600	12.08680	88.92000
5.49800	12.17700	88.92000
5.50000	12.17700	88.92000
5.50200	12.08680	88.92000
5.50400	12.17700	89.01000
5.50600	0.00000	0.00000
5.50800	12.26720	89.10000
5.51000	12.35740	89.10000
5.51200	12.35740	89.10000
5.51400	0.00000	0.00000
5.51600	12.35740	89.01000
5.51800	12.26720	89.10000
5.52000	12.17700	89.10000
5.52200	0.00000	0.00000
5.52400	12.26720	89.19000
5.52600	12.26720	89.19000
5.52800	12.35740	89.19000
5.53000	12.35740	89.28000
5.53200	12.26720	89.28000
5.53400	12.26720	89.37000
5.53600	0.00000	0.00000
5.53800	12.17700	89.28000
5.54000	12.17700	89.19000
5.54200	12.17700	89.19000
5.54400	0.00000	0.00000
5.54600	12.17700	89.19000
5.54800	12.17700	89.19000
5.55000	12.08680	89.28000
5.55200	12.17700	89.10000
5.55400	12.26720	89.10000
5.55600	12.26720	89.01000
5.55800	12.26720	89.01000
5.56000	12.26720	89.10000
5.56200	12.17700	89.10000
5.56400	11.99660	89.28000
5.56600	11.99660	89.19000
5.56800	11.81620	89.10000
5.57000	11.90640	89.10000
5.57200	11.90640	89.01000
5.57400	11.90640	89.19000
5.57600	11.90640	89.37000
5.57800	11.99660	89.37000
5.58000	11.99660	89.28000
5.58200	11.99660	89.28000
5.58400	11.99660	89.28000
5.58600	11.99660	89.28000
5.58800	11.99660	89.19000
5.59000	11.99660	89.28000
5.59200	11.90640	89.19000
5.59400	11.90640	89.28000
5.59600	0.00000	0.00000
5.59800	11.90640	89.28000
5.60000	11.90640	89.19000
5.60200	11.90640	89.10000
5.60400	11.90640	89.19000
5.60600	11.90640	89.19000
5.60800	11.81620	89.28000
5.61000	11.81620	89.19000
5.61200	11.72600	89.28000
5.61400	11.72600	89.19000
5.61600	11.63580	89.19000
5.61800	11.54560	89.10000
5.62000	11.45540	89.01000
5.62200	11.45540	88.92000
5.62400	11.45540	89.10000
5.62600	11.45540	89.19000
5.62800	11.36520	89.19000
5.63000	11.36520	89.19000
5.63200	11.36520	89.19000
5.63400	11.27500	89.19000
5.63600	11.27500	89.28000
5.63800	11.18480	89.28000
5.64000	11.18480	89.19000
5.64200	11.27500	89.19000
5.64400	11.27500	89.19000
5.64600	11.18480	89.10000
5.64800	11.09460	89.10000
5.65000	11.00440	89.01000
5.65200	11.09460	89.01000
5.65400	11.00440	89.01000
5.65600	11.00440	89.10000
5.65800	11.00440	89.19000
5.66000	11.09460	89.19000
5.66200	11.00440	89.10000
5.66400	11.09460	89.01000
5.66600	11.18480	89.10000
5.66800	11.09460	89.19000
5.67000	11.18480	89.19000
5.67200	11.27500	89.10000
5.67400	11.45540	89.19000
5.67600	11.54560	89.01000
5.67800	11.45540	89.01000
5.68000	11.45540	89.01000
5.68200	11.54560	89.01000
5.68400	11.63580	89.01000
5.68600	11.63580	89.01000
5.68800	11.63580	89.01000
5.69000	11.45540	89.01000
5.69200	11.45540	89.01000
5.69400	11.45540	89.10000
5.69600	11.45540	89.10000
5.69800	11.54560	89.10000
5.70000	11.45540	89.19000
5.70200	11.45540	89.10000
5.70400	11.45540	89.19000
5.70600	11.54560	89.19000
5.70800	11.45540	89.10000
5.71000	11.54560	89.10000
5.71200	11.54560	89.10000
5.71400	11.54560	89.01000
5.71600	11.54560	89.01000
5.71800	11.45540	89.10000
5.72000	11.54560	89.19000
5.72200	11.63580	89.19000
5.72400	11.63580	89.19000
5.72600	11.63580	89.19000
5.72800	11.54560	89.19000
5.73000	11.54560	89.10000
5.73200	11.54560	89.19000
5.73400	11.54560	89.28000
5.73600	11.54560	89.28000
5.73800	11.54560	89.19000
5.74000	0.00000	0.00000
5.74200	11.45540	89.28000
5.74400	11.45540	89.37000
5.74600	11.36520	89.28000
5.74800	11.27500	89.37000
5.75000	11.27500	89.28000
5.75200	11.27500	89.28000
5.75400	11.36520	89.28000
5.75600	11.27500	89.10000
5.75800	11.27500	89.19000
5.76000	11.27500	89.10000
5.76200	11.36520	89.10000
5.76400	11.27500	89.10000
5.76600	11.27500	89.10000
5.76800	11.27500	89.10000
5.77000	11.27500	89.19000
5.77200	11.27500	89.10000
5.77400	11.27500	89.19000
5.77600	11.27500	89.19000
5.77800	11.36520	89.19000
5.78000	11.27500	89.28000
5.78200	11.18480	89.37000
5.78400	11.18480	89.37000
5.78600	11.18480	89.28000
5.78800	11.09460	89.37000
5.79000	11.00440	89.28000
5.79200	10.91420	89.28000
5.79400	10.82400	89.28000
5.79600	10.82400	89.28000
5.79800	0.00000	0.00000
5.80000	10.82400	89.28000
5.80200	10.82400	89.37000
5.80400	10.82400	89.37000
5.80600	10.91420	89.28000
5.80800	10.91420	89.37000
5.81000	10.91420	89.46000
5.81200	10.91420	89.37000
5.81400	10.82400	89.28000
5.81600	10.82400	89.28000
5.81800	10.82400	89.10000
5.82000	10.82400	89.19000
5.82200	10.82400	89.19000
5.82400	10.73380	89.19000
5.82600	10.73380	89.19000
5.82800	10.73380	89.10000
5.83000	10.73380	89.19000
5.83200	10.82400	89.28000
5.83400	10.82400	89.19000
5.83600	10.82400	89.19000
5.83800	10.82400	89.28000
5.84000	10.73380	89.46000
5.84200	10.73380	89.37000
5.84400	10.73380	89.37000
5.84600	10.73380	89.28000
5.84800	10.82400	89.37000
5.85000	10.82400	89.46000
5.85200	10.73380	89.37000
5.85400	10.64360	89.37000
5.85600	10.55340	89.28000
5.85800	10.64360	89.28000
5.86000	10.64360	89.37000
5.86200	10.64360	89.28000
5.86400	10.64360	89.28000
5.86600	10.64360	89.28000
5.86800	10.64360	89.37000
5.87000	10.64360	89.46000
5.87200	10.55340	89.37000
5.87400	10.55340	89.37000
5.87600	10.46320	89.46000
5.87800	10.37300	89.55000
5.88000	10.28280	89.46000
5.88200	10.19260	89.46000
5.88400	10.19260	89.37000
5.88600	10.10240	89.28000
5.88800	10.10240	89.28000
5.89000	10.19260	89.19000
5.89200	10.10240	89.28000
5.89400	10.19260	89.28000
5.89600	10.01220	89.37000
5.89800	10.01220	89.37000
5.90000	0.00000	0.00000
5.90200	9.92200	89.28000
5.90400	9.83180	89.37000
5.90600	9.83180	89.28000
5.90800	9.92200	89.28000
5.91000	10.01220	89.28000
5.91200	10.01220	89.28000
5.91400	10.01220	89.28000
5.91600	10.01220	89.28000
5.91800	9.92200	89.19000
5.92000	10.01220	89.28000
5.92200	0.00000	0.00000
5.92400	10.01220	89.28000
5.92600	10.10240	89.28000
5.92800	10.19260	89.19000
5.93000	10.01220	89.37000
5.93200	10.10240	89.28000
5.93400	10.10240	89.28000
5.93600	10.28280	89.28000
5.93800	10.28280	89.28000
5.94000	10.19260	89.10000
5.94200	10.19260	89.19000
5.94400	10.10240	89.28000
5.94600	10.10240	89.37000
5.94800	10.01220	89.28000
5.95000	10.01220	89.28000
5.95200	10.01220	89.28000
5.95400	10.10240	89.28000
5.95600	10.10240	89.37000
5.95800	10.10240	89.28000
5.96000	10.19260	89.28000
5.96200	10.19260	89.19000
5.96400	10.28280	89.19000
5.96600	0.00000	0.00000
5.96800	10.28280	89.19000
5.97000	10.28280	89.19000
5.97200	10.28280	89.19000
5.97400	10.28280	89.19000
5.97600	10.28280	89.19000
5.97800	10.37300	89.28000
5.98000	10.37300	89.28000
5.98200	10.46320	89.28000
5.98400	10.46320	89.19000
5.98600	10.55340	89.19000
5.98800	10.55340	89.19000
5.99000	10.73380	89.10000
5.99200	10.82400	89.19000
5.99400	10.82400	89.19000
5.99600	10.91420	89.28000
5.99800	10.91420	89.37000
6.00000	11.00440	89.28000
6.00200	0.00000	0.00000
6.00400	11.09460	89.28000
6.00600	11.00440	89.28000
6.00800	11.00440	89.37000
6.01000	10.91420	89.28000
6.01200	10.91420	89.28000
6.01400	10.91420	89.28000
6.01600	10.91420	89.19000
6.01800	10.91420	89.19000
6.02000	10.82400	89.19000
6.02200	10.91420	89.19000
6.02400	10.82400	89.19000
6.02600	10.73380	89.19000
6.02800	10.73380	89.19000
6.03000	10.73380	89.10000
6.03200	10.73380	89.10000
6.03400	10.73380	89.10000
6.03600	10.82400	89.19000
6.03800	10.82400	89.28000
6.04000	10.73380	89.19000
6.04200	10.64360	89.28000
6.04400	10.64360	89.19000
6.04600	10.82400	89.19000
6.04800	10.73380	89.10000
6.05000	10.73380	89.19000
6.05200	10.73380	89.28000
6.05400	10.82400	89.28000
6.05600	10.73380	89.28000
6.05800	10.64360	89.28000
6.06000	10.55340	89.28000
6.06200	10.55340	89.28000
6.06400	10.64360	89.28000
6.06600	10.64360	89.28000
6.06800	10.64360	89.37000
6.07000	10.64360	89.37000
6.07200	10.64360	89.37000
6.07400	10.64360	89.37000
6.07600	10.55340	89.37000
6.07800	10.55340	89.46000
6.08000	10.46320	89.46000
6.08200	10.37300	89.37000
6.08400	10.28280	89.37000
6.08600	0.00000	0.00000
6.08800	10.19260	89.28000
6.09000	10.28280	89.28000
6.09200	10.46320	89.28000
6.09400	0.00000	0.00000
6.09600	10.55340	89.28000
6.09800	10.46320	89.28000
6.10000	10.46320	89.37000
6.10200	10.37300	89.37000
6.10400	10.55340	89.37000
6.10600	10.46320	89.37000
6.10800	10.46320	89.37000
6.11000	10.46320	89.37000
6.11200	10.55340	89.46000
6.11400	0.00000	0.00000
6.11600	10.55340	89.37000
6.11800	0.00000	0.00000
6.12000	10.55340	89.28000
6.12200	10.46320	89.37000
6.12400	0.00000	0.00000
6.12600	10.55340	89.46000
6.12800	0.00000	0.00000
6.13000	10.55340	89.46000
6.13200	10.55340	89.37000
6.13400	10.55340	89.37000
6.13600	10.55340	89.37000
6.13800	10.64360	89.55000
6.14000	10.55340	89.37000
6.14200	10.46320	89.46000
6.14400	10.46320	89.46000
6.14600	10.46320	89.46000
6.14800	10.46320	89.46000
6.15000	10.37300	89.55000
6.15200	10.28280	89.55000
6.15400	0.00000	0.00000
6.15600	10.10240	89.37000
6.15800	0.00000	0.00000
6.16000	10.01220	89.28000
6.16200	9.92200	89.28000
6.16400	10.01220	89.46000
6.16600	10.01220	89.37000
6.16800	9.92200	89.37000
6.17000	9.92200	89.37000
6.17200	9.92200	89.37000
6.17400	9.83180	89.46000
6.17600	9.74160	89.46000
6.17800	9.56120	89.46000
6.18000	9.56120	89.37000
6.18200	9.56120	89.37000
6.18400	9.47100	89.46000
6.18600	9.47100	89.37000
6.18800	9.47100	89.37000
6.19000	9.56120	89.37000
6.19200	9.56120	89.28000
6.19400	9.56120	89.37000
6.19600	9.56120	89.46000
6.19800	9.47100	89.37000
6.20000	9.47100	89.37000
6.20200	9.47100	89.46000
6.20400	9.47100	89.55000
6.20600	9.47100	89.37000
6.20800	9.38080	89.37000
6.21000	9.38080	89.46000
6.21200	9.47100	89.46000
6.21400	9.47100	89.46000
6.21600	9.47100	89.46000
6.21800	9.56120	89.55000
6.22000	9.56120	89.64000
6.22200	9.56120	89.46000
6.22400	9.65140	89.37000
6.22600	9.56120	89.37000
6.22800	9.74160	89.37000
