/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	NREL_OSWEC_freedecay
* Project Lead:	JD
* Labview Operator:	JD
* Comments:	model centered in window 2; probe 1 aligned with the edge of the first inlet section (where it transitions to glass); probe 2 centered in window 2.
* Date and Time:	Tue 11 May 2021 02:23:12 PM EDT
***********************************************************/

"Time(s)"	"WP1(m)"	"WP2(m)"	"WP3(m)"	"WP4(m)"	"Roll(deg)"	"Pitch(deg)"	"ForceX(N)"	"ForceY(N)"	"ForceZ(N)"	"MomentX"	"MomentY"	"MomentZ"	
1.19000	0.00012	0.00040	0.00011	-0.00061	9.02000	-89.55000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.19200	0.00012	0.00040	0.00011	-0.00061	0.00000	0.00000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.19400	0.00012	0.00040	0.00011	-0.00061	8.92980	-89.55000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.19600	0.00012	0.00040	0.00011	-0.00061	8.92980	-89.64000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.19800	0.00012	0.00040	0.00011	-0.00061	8.92980	-89.64000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.20000	0.00012	0.00040	0.00011	-0.00061	9.02000	-89.55000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.20200	0.00012	0.00040	0.00011	-0.00061	9.02000	-89.64000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.20400	0.00012	0.00040	0.00011	-0.00061	8.92980	-89.73000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.20600	0.00012	0.00040	0.00011	-0.00061	0.00000	0.00000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.20800	0.00012	0.00040	0.00011	-0.00061	9.02000	-89.73000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.21000	0.00012	0.00040	0.00011	-0.00061	9.02000	-89.64000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.21200	0.00012	0.00040	0.00011	-0.00061	8.92980	-89.64000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.21400	0.00012	0.00040	0.00011	-0.00061	0.00000	0.00000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.21600	0.00012	0.00040	0.00011	-0.00061	8.83960	-89.64000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.21800	0.00012	0.00040	0.00011	-0.00061	8.83960	-89.55000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.22000	0.00012	0.00040	0.00011	-0.00061	8.74940	-89.55000	-0.93056	-1.68900	-0.29436	-0.76044	0.27456	-0.47130
1.22200	0.00012	0.00040	0.00011	-0.00061	8.83960	-89.46000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.22400	0.00012	0.00040	0.00011	-0.00061	8.92980	-89.46000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.22600	0.00012	0.00040	0.00011	-0.00061	9.02000	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.22800	0.00012	0.00040	0.00011	-0.00061	9.02000	-89.46000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.23000	0.00012	0.00040	0.00011	-0.00061	9.02000	-89.55000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.23200	0.00012	0.00001	0.00012	-0.00028	9.02000	-89.55000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.23400	0.00012	0.00001	0.00012	-0.00028	9.11020	-89.55000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.23600	0.00012	0.00001	0.00012	-0.00028	0.00000	0.00000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.23800	0.00012	0.00001	0.00012	-0.00028	9.11020	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.24000	0.00012	0.00001	0.00012	-0.00028	9.02000	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.24200	0.00012	0.00001	0.00012	-0.00028	9.20040	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.24400	0.00012	0.00001	0.00012	-0.00028	0.00000	0.00000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.24600	0.00012	0.00001	0.00012	-0.00028	9.29060	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.24800	0.00012	0.00001	0.00012	-0.00028	9.29060	-89.46000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.25000	0.00012	0.00001	0.00012	-0.00028	9.29060	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.25200	0.00012	0.00001	0.00012	-0.00028	9.38080	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.25400	0.00012	0.00001	0.00012	-0.00028	9.47100	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.25600	0.00012	0.00001	0.00012	-0.00028	9.29060	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.25800	0.00012	0.00001	0.00012	-0.00028	0.00000	0.00000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.26000	0.00012	0.00001	0.00012	-0.00028	9.29060	-89.28000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.26200	0.00012	0.00001	0.00012	-0.00028	9.38080	-89.28000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.26400	0.00012	0.00001	0.00012	-0.00028	9.47100	-89.28000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.26600	0.00012	0.00001	0.00012	-0.00028	0.00000	0.00000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.26800	0.00012	0.00001	0.00012	-0.00028	9.56120	-89.28000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.27000	0.00012	0.00001	0.00012	-0.00028	9.65140	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.27200	0.00012	0.00001	0.00012	-0.00028	9.56120	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.27400	0.00012	0.00001	0.00012	-0.00028	9.56120	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.27600	0.00012	0.00001	0.00012	-0.00028	9.65140	-89.28000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.27800	0.00012	0.00001	0.00012	-0.00028	9.56120	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.28000	0.00012	0.00001	0.00012	-0.00028	9.47100	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.28200	0.00012	0.00001	0.00012	-0.00028	9.38080	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.28400	0.00012	0.00001	0.00012	-0.00028	9.38080	-89.10000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.28600	0.00012	0.00001	0.00012	-0.00028	9.38080	-89.10000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.28800	0.00012	0.00001	0.00012	-0.00028	0.00000	0.00000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.29000	0.00012	0.00001	0.00012	-0.00028	9.38080	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.29200	0.00012	0.00001	0.00012	-0.00028	9.47100	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.29400	0.00012	0.00001	0.00012	-0.00028	9.47100	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.29600	0.00012	0.00001	0.00012	-0.00028	0.00000	0.00000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.29800	0.00012	0.00001	0.00012	-0.00028	9.20040	-89.28000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.30000	0.00012	0.00001	0.00012	-0.00028	9.11020	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.30200	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.30400	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.30600	-0.00029	0.00002	0.00050	-0.00067	9.20040	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.30800	-0.00029	0.00002	0.00050	-0.00067	0.00000	0.00000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.31000	-0.00029	0.00002	0.00050	-0.00067	0.00000	0.00000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.31200	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.31400	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.19000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.31600	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.37000	-1.72205	-1.62614	-0.20831	-0.70097	0.60928	-0.44566
1.31800	-0.00029	0.00002	0.00050	-0.00067	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.32000	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.32200	-0.00029	0.00002	0.00050	-0.00067	9.02000	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.32400	-0.00029	0.00002	0.00050	-0.00067	8.92980	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.32600	-0.00029	0.00002	0.00050	-0.00067	8.92980	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.32800	-0.00029	0.00002	0.00050	-0.00067	8.92980	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.33000	-0.00029	0.00002	0.00050	-0.00067	8.83960	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.33200	-0.00029	0.00002	0.00050	-0.00067	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.33400	-0.00029	0.00002	0.00050	-0.00067	9.02000	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.33600	-0.00029	0.00002	0.00050	-0.00067	8.92980	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.33800	-0.00029	0.00002	0.00050	-0.00067	8.92980	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.34000	-0.00029	0.00002	0.00050	-0.00067	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.34200	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.34400	-0.00029	0.00002	0.00050	-0.00067	9.02000	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.34600	-0.00029	0.00002	0.00050	-0.00067	9.02000	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.34800	-0.00029	0.00002	0.00050	-0.00067	9.02000	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.35000	-0.00029	0.00002	0.00050	-0.00067	9.02000	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.35200	-0.00029	0.00002	0.00050	-0.00067	9.02000	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.35400	-0.00029	0.00002	0.00050	-0.00067	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.35600	-0.00029	0.00002	0.00050	-0.00067	8.92980	-89.28000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.35800	-0.00029	0.00002	0.00050	-0.00067	9.02000	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.36000	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.36200	-0.00029	0.00002	0.00050	-0.00067	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.36400	-0.00029	0.00002	0.00050	-0.00067	9.11020	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.36600	-0.00029	0.00002	0.00050	-0.00067	9.29060	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.36800	-0.00029	0.00002	0.00050	-0.00067	9.29060	-89.37000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.37000	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.37200	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.37400	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.37600	-0.00010	0.00013	-0.00019	-0.00033	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.37800	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.38000	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.38200	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.38400	-0.00010	0.00013	-0.00019	-0.00033	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.38600	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.38800	-0.00010	0.00013	-0.00019	-0.00033	9.38080	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.39000	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.39200	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.64000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.39400	-0.00010	0.00013	-0.00019	-0.00033	9.29060	-89.64000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.39600	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.73000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.39800	-0.00010	0.00013	-0.00019	-0.00033	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.40000	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.40200	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.40400	-0.00010	0.00013	-0.00019	-0.00033	9.20040	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.40600	-0.00010	0.00013	-0.00019	-0.00033	0.00000	0.00000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.40800	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.41000	-0.00010	0.00013	-0.00019	-0.00033	9.20040	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.41200	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.55000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.41400	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.41600	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.41800	-0.00010	0.00013	-0.00019	-0.00033	9.20040	-89.46000	-2.17525	-1.13962	-0.37374	-0.47481	0.81693	-0.44385
1.42000	-0.00010	0.00013	-0.00019	-0.00033	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.42200	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.46000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.42400	-0.00010	0.00013	-0.00019	-0.00033	8.92980	-89.46000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.42600	-0.00010	0.00013	-0.00019	-0.00033	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.42800	-0.00010	0.00013	-0.00019	-0.00033	9.02000	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.43000	-0.00010	0.00013	-0.00019	-0.00033	9.02000	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.43200	-0.00010	0.00013	-0.00019	-0.00033	9.11020	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.43400	-0.00010	0.00013	-0.00019	-0.00033	8.92980	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.43600	-0.00010	0.00013	-0.00019	-0.00033	9.02000	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.43800	-0.00022	0.00001	0.00002	-0.00026	9.02000	-89.73000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.44000	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.44200	-0.00022	0.00001	0.00002	-0.00026	9.02000	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.44400	-0.00022	0.00001	0.00002	-0.00026	9.11020	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.44600	-0.00022	0.00001	0.00002	-0.00026	9.11020	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.44800	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.45000	-0.00022	0.00001	0.00002	-0.00026	9.11020	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.45200	-0.00022	0.00001	0.00002	-0.00026	9.11020	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.45400	-0.00022	0.00001	0.00002	-0.00026	9.02000	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.45600	-0.00022	0.00001	0.00002	-0.00026	9.02000	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.45800	-0.00022	0.00001	0.00002	-0.00026	9.11020	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.46000	-0.00022	0.00001	0.00002	-0.00026	9.11020	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.46200	-0.00022	0.00001	0.00002	-0.00026	9.20040	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.46400	-0.00022	0.00001	0.00002	-0.00026	9.20040	-89.46000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.46600	-0.00022	0.00001	0.00002	-0.00026	9.20040	-89.46000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.46800	-0.00022	0.00001	0.00002	-0.00026	9.20040	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.47000	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.47200	-0.00022	0.00001	0.00002	-0.00026	9.29060	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.47400	-0.00022	0.00001	0.00002	-0.00026	9.29060	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.47600	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.47800	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.48000	-0.00022	0.00001	0.00002	-0.00026	9.47100	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.48200	-0.00022	0.00001	0.00002	-0.00026	9.47100	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.48400	-0.00022	0.00001	0.00002	-0.00026	9.38080	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.48600	-0.00022	0.00001	0.00002	-0.00026	9.47100	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.48800	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.49000	-0.00022	0.00001	0.00002	-0.00026	9.56120	-89.73000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.49200	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.49400	-0.00022	0.00001	0.00002	-0.00026	9.47100	-89.73000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.49600	-0.00022	0.00001	0.00002	-0.00026	9.38080	-89.82000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.49800	-0.00022	0.00001	0.00002	-0.00026	9.29060	-89.64000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.50000	-0.00022	0.00001	0.00002	-0.00026	9.38080	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.50200	-0.00022	0.00001	0.00002	-0.00026	9.38080	-89.46000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.50400	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.50600	-0.00022	0.00001	0.00002	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.50800	-0.00016	0.00018	0.00015	-0.00026	9.47100	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.51000	-0.00016	0.00018	0.00015	-0.00026	9.47100	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.51200	-0.00016	0.00018	0.00015	-0.00026	9.47100	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.51400	-0.00016	0.00018	0.00015	-0.00026	0.00000	0.00000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.51600	-0.00016	0.00018	0.00015	-0.00026	9.47100	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.51800	-0.00016	0.00018	0.00015	-0.00026	9.38080	-89.55000	-1.79878	-1.69661	-0.33405	-0.76460	0.61788	-0.42779
1.52000	-0.00016	0.00018	0.00015	-0.00026	9.29060	-89.55000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.52200	-0.00016	0.00018	0.00015	-0.00026	9.20040	-89.64000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.52400	-0.00016	0.00018	0.00015	-0.00026	9.20040	-89.64000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.52600	-0.00016	0.00018	0.00015	-0.00026	9.20040	-89.64000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.52800	-0.00016	0.00018	0.00015	-0.00026	0.00000	0.00000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.53000	-0.00016	0.00018	0.00015	-0.00026	9.20040	-89.64000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.53200	-0.00016	0.00018	0.00015	-0.00026	9.29060	-89.55000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.53400	-0.00016	0.00018	0.00015	-0.00026	9.29060	-89.55000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.53600	-0.00016	0.00018	0.00015	-0.00026	0.00000	0.00000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.53800	-0.00016	0.00018	0.00015	-0.00026	9.29060	-89.55000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.54000	-0.00016	0.00018	0.00015	-0.00026	9.11020	-89.46000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.54200	-0.00016	0.00018	0.00015	-0.00026	9.11020	-89.46000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.54400	-0.00016	0.00018	0.00015	-0.00026	9.11020	-89.55000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.54600	-0.00016	0.00018	0.00015	-0.00026	8.92980	-89.37000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.54800	-0.00016	0.00018	0.00015	-0.00026	8.92980	-89.37000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.55000	-0.00016	0.00018	0.00015	-0.00026	0.00000	0.00000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.55200	-0.00016	0.00018	0.00015	-0.00026	8.92980	-89.55000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.55400	-0.00016	0.00018	0.00015	-0.00026	8.92980	-89.55000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.55600	-0.00016	0.00018	0.00015	-0.00026	8.92980	-89.64000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.55800	-0.00016	0.00018	0.00015	-0.00026	0.00000	0.00000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.56000	-0.00016	0.00018	0.00015	-0.00026	8.65920	-89.55000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
1.56200	-0.00016	0.00018	0.00015	-0.00026	8.56900	-89.64000	-1.22741	-2.16791	-0.33888	-1.03773	0.29798	-0.39089
