/***********************************************************
* Ocean Resources and Renewable Energy Laboratory
* Version: v1.0 (Released on May 1st, 2021)
* Programmed by: Jessica Nguyen (Email: nvnguyen@umass.edu)
*----------------------------------------------------------
* Project Name:	NREL_OSWEC_column_w_springs
* Project Lead:	JD
* Labview Operator:	JD
* Comments:	OSWEC scale model with 5.25" diameter cylindrical foundation and torsional springs. Model centered in window 2,  193.5 in from the start of the tank; probe positions: probe 1 (sonic, front) - 134 in; probe 2 (sonic, alongside) - 193.5 in; probe 3 (staff, back) - 274.5 in ; probe 4 (staff, back) - 332.5 in. Data aquisition specifications: wave start time: 0 s; wave end time: 40 s; delta t: 0.05; ramp time: 3 s; end time delay: 20 s; sampling rate: 2 ms.
* Date and Time:	Thu 10 Jun 2021 12:17:55 PM EDT
***********************************************************/

"Time(s)"	"ForceX(N)"	"ForceY(N)"	"ForceZ(N)"	"MomentX"	"MomentY"	"MomentZ"	
0.74000	0.00066	0.00524	-0.00260	0.00469	-0.00075	0.00150
0.74200	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.74400	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.74600	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.74800	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.75000	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.75200	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.75400	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.75600	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.75800	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.76000	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.76200	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.76400	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.76600	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.76800	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.77000	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.77200	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.77400	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.77600	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.77800	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.78000	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.78200	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.78400	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.78600	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.78800	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.79000	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.79200	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.79400	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.79600	0.00487	-0.00165	0.00737	0.00202	0.00347	0.00212
0.79800	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.80000	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.80200	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.80400	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.80600	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.80800	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.81000	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.81200	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.81400	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.81600	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.81800	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.82000	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.82200	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.82400	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.82600	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.82800	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.83000	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.83200	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.83400	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.83600	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.83800	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.84000	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.84200	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.84400	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.84600	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.84800	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.85000	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.85200	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.85400	0.00179	0.00329	-0.00024	0.00387	-0.00147	0.00222
0.85600	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.85800	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.86000	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.86200	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.86400	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.86600	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.86800	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.87000	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.87200	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.87400	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.87600	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.87800	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.88000	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.88200	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.88400	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.88600	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.88800	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.89000	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.89200	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.89400	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.89600	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.89800	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.90000	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.90200	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.90400	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.90600	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.90800	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.91000	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.91200	0.00189	0.00257	0.00408	0.00325	0.00398	0.00171
0.91400	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.91600	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.91800	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.92000	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.92200	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.92400	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.92600	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.92800	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.93000	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.93200	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.93400	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.93600	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.93800	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.94000	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.94200	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.94400	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.94600	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.94800	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.95000	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.95200	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.95400	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.95600	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.95800	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.96000	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.96200	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.96400	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.96600	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.96800	0.00446	0.00133	0.00182	0.00315	-0.00034	0.00397
0.97000	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.97200	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.97400	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.97600	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.97800	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.98000	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.98200	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.98400	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.98600	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.98800	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.99000	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.99200	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.99400	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.99600	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
0.99800	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.00000	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.00200	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.00400	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.00600	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.00800	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.01000	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.01200	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.01400	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.01600	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.01800	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.02000	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.02200	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.02400	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.02600	0.00261	-0.00001	0.00017	0.00263	0.00203	0.00212
1.02800	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.03000	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.03200	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.03400	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.03600	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.03800	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.04000	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.04200	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.04400	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.04600	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.04800	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.05000	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.05200	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.05400	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.05600	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.05800	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.06000	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.06200	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.06400	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.06600	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.06800	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.07000	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.07200	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.07400	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.07600	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.07800	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.08000	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.08200	0.00240	0.00606	-0.00106	0.00572	0.00121	0.00551
1.08400	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.08600	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.08800	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.09000	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.09200	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.09400	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.09600	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.09800	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.10000	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.10200	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.10400	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.10600	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.10800	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.11000	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.11200	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.11400	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.11600	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.11800	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.12000	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.12200	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.12400	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.12600	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.12800	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.13000	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.13200	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.13400	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.13600	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.13800	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.14000	0.00384	-0.00247	0.00336	-0.00333	0.00460	0.00047
1.14200	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.14400	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.14600	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.14800	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.15000	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.15200	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.15400	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.15600	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.15800	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.16000	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.16200	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.16400	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.16600	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.16800	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.17000	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.17200	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.17400	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.17600	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.17800	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.18000	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.18200	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.18400	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.18600	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.18800	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.19000	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.19200	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.19400	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.19600	0.00662	-0.00196	0.00511	-0.00035	0.00501	0.00284
1.19800	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.20000	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.20200	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.20400	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.20600	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.20800	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.21000	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.21200	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.21400	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.21600	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.21800	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.22000	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.22200	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.22400	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.22600	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.22800	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.23000	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.23200	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.23400	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.23600	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.23800	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.24000	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.24200	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.24400	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.24600	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.24800	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.25000	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.25200	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.25400	-0.00048	0.00864	0.00243	0.00346	0.00378	0.00119
1.25600	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.25800	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.26000	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.26200	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.26400	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.26600	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.26800	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.27000	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.27200	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.27400	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.27600	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.27800	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.28000	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.28200	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.28400	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.28600	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.28800	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.29000	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.29200	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.29400	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.29600	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.29800	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.30000	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.30200	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.30400	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.30600	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.30800	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.31000	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.31200	-0.00346	0.00740	-0.00374	0.00089	0.00378	-0.00087
1.31400	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.31600	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.31800	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.32000	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.32200	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.32400	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.32600	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.32800	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.33000	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.33200	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.33400	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.33600	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.33800	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.34000	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.34200	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.34400	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.34600	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.34800	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.35000	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.35200	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.35400	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.35600	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.35800	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.36000	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.36200	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.36400	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.36600	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.36800	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.37000	0.00498	0.00143	0.00531	-0.00138	0.00439	0.00387
1.37200	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.37400	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.37600	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.37800	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.38000	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.38200	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.38400	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.38600	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.38800	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.39000	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.39200	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.39400	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.39600	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.39800	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.40000	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.40200	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.40400	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.40600	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.40800	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.41000	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.41200	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.41400	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.41600	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.41800	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.42000	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.42200	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.42400	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.42600	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.42800	0.00158	0.00205	0.00398	0.00037	0.00491	0.00150
1.43000	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.43200	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.43400	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.43600	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.43800	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.44000	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.44200	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.44400	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.44600	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.44800	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.45000	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.45200	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.45400	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.45600	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.45800	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.46000	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.46200	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.46400	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.46600	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.46800	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.47000	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.47200	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.47400	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.47600	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.47800	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.48000	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
1.48200	-0.00408	0.00534	0.00069	-0.00138	0.00594	-0.00416
